"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","associatedSequences","associatedTaxa","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","continent","country","crawlId","created","datasetKey","day","dynamicProperties","elevation","elevationAccuracy","eventDate","eventRemarks","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","http...unknown.org.habitatproperty","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","installationKey","institutionCode","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismName","otherCatalogNumbers","phylum","phylumKey","preparations","protocol","publishingCountry","publishingOrgKey","recordedBy","references","rightsHolder","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","verbatimLocality","verbatimTaxonRank","year","downloadDate","optional"
"56","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab","https://www.ncbi.nlm.nih.gov/nuccore/HQ990905",NA,"MATERIAL_SAMPLE","MOT-00199","Insecta",216,"Faisalabad, Gut Wala, Punjab, Pakistan",NA,NA,"Pakistan",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",13,NA,190,0,"2010-08-13T00:00:00",NA,"Crambidae",8841,NA,"Pakistan","1415764899","BOLD:AAN5677","Chilo",1883132,"WGS84","GPS",NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Muhammad Ashfaq","MAMOT199-10",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"PK",1415764899,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:59.125+0000","2020-09-05T05:52:59.125+0000",31.4667,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Faisalabad, Gut Wala",NA,73.2,NA,8,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MAMOT199-10","National Institute for Biotechnology and Genetic Engineering","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","S. Akhtar",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2010,2020-10-16,TRUE
"60","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Punjab","https://www.ncbi.nlm.nih.gov/nuccore/HQ990926",NA,"MATERIAL_SAMPLE","MOT-00221","Insecta",216,"Faisalabad, NIBGE, Punjab, Pakistan",NA,NA,"Pakistan",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",19,NA,182,0,"2010-08-19T00:00:00",NA,"Crambidae",8841,NA,"Pakistan","1415765190","BOLD:AAN5677","Chilo",1883132,"WGS84","GPS",NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Muhammad Ashfaq","MAMOT221-10",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"PK",1415765190,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:59.428+0000","2020-09-05T05:52:59.428+0000",31.3833,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Faisalabad, NIBGE",NA,73.0167,NA,8,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MAMOT221-10","National Institute for Biotechnology and Genetic Engineering","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","S. Akhtar",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2010,2020-10-16,TRUE
"63","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Khyber Pakhtunkhwa","https://www.ncbi.nlm.nih.gov/nuccore/HQ991021",NA,"MATERIAL_SAMPLE","MOT-00326","Insecta",216,"Muzaffarabad, Muzaffarabad, Khyber Pakhtunkhwa, Pakistan",NA,NA,"Pakistan",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",2,NA,748,0,"2010-08-02T00:00:00",NA,"Crambidae",8841,NA,"Pakistan","1415766209","BOLD:AAN5677","Chilo",1883132,"WGS84","GPS",NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Muhammad Ashfaq","MAMOT326-10",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"PK",1415766209,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:48.888+0000","2020-09-05T05:53:48.888+0000",34.35,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Muzaffarabad, Muzaffarabad",NA,73.4667,NA,8,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MAMOT326-10","National Institute for Biotechnology and Genetic Engineering","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","S. Akhtar",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2010,2020-10-16,TRUE
"71","Chilo partellus Swinhoe, 1885",1883200,NA,NA,"HQ990926",NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"Pakistan, Pakistan",NA,NA,"Pakistan",128,"2011-02-16","ad43e954-dd79-4986-ae34-9ccdbd8bf568",19,NA,NA,NA,"2010-08-19T00:00:00",NA,"Crambidae",8841,NA,"Pakistan","2306172507","Chilo","Chilo",1883132,"WGS84",NA,NA,"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Crambidae;Crambinae;Chilo",NA,NA,NA,NA,NA,NA,"HQ990926",NA,"9e4f3516-2b98-4700-a39a-3f109252508c",NA,"PK",2306172507,"Animalia",1,NA,"2019-08-05T13:47:28.081+0000","2020-10-07T14:08:37.109+0000","2020-10-07T14:08:37.109+0000",31.38,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Pakistan",NA,73.02,"2019-05-03T00:00:00.000+0000",8,NA,"HQ990926",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","S. Akhtar","http://www.ebi.ac.uk/ena/data/view/HQ990926",NA,NA,"Chilo partellus Swinhoe, 1885",NA,"Chilo partellus",1883200,"partellus",NA,"236792",1883200,"ACCEPTED","SPECIES",NA,NA,2010,2020-10-16,TRUE
"72","Chilo partellus Swinhoe, 1885",1883200,NA,NA,"HQ991020",NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"Pakistan, Pakistan",NA,NA,"Pakistan",128,"2011-02-16","ad43e954-dd79-4986-ae34-9ccdbd8bf568",13,NA,NA,NA,"2010-08-13T00:00:00",NA,"Crambidae",8841,NA,"Pakistan","2307044510","Chilo","Chilo",1883132,"WGS84",NA,NA,"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Crambidae;Crambinae;Chilo",NA,NA,NA,NA,NA,NA,"HQ991020",NA,"9e4f3516-2b98-4700-a39a-3f109252508c",NA,"PK",2307044510,"Animalia",1,NA,"2019-08-05T13:47:28.081+0000","2020-10-07T14:08:18.145+0000","2020-10-07T14:08:18.145+0000",31.47,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Pakistan",NA,73.2,"2019-05-03T00:00:00.000+0000",8,NA,"HQ991020",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","S. Akhtar","http://www.ebi.ac.uk/ena/data/view/HQ991020",NA,NA,"Chilo partellus Swinhoe, 1885",NA,"Chilo partellus",1883200,"partellus",NA,"236792",1883200,"ACCEPTED","SPECIES",NA,NA,2010,2020-10-16,TRUE
"74","Chilo partellus Swinhoe, 1885",1883200,NA,NA,"HQ991021",NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"Pakistan, Akrotiri and Dhekelia",NA,NA,"Akrotiri and Dhekelia",128,"2011-02-16","ad43e954-dd79-4986-ae34-9ccdbd8bf568",2,NA,NA,NA,"2010-08-02T00:00:00",NA,"Crambidae",8841,NA,NA,"2307420671","Chilo","Chilo",1883132,"WGS84",NA,NA,"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Lepidoptera;Glossata;Ditrysia;Pyraloidea;Crambidae;Crambinae;Chilo",NA,NA,NA,NA,NA,NA,"HQ991021",NA,"9e4f3516-2b98-4700-a39a-3f109252508c",NA,NA,2307420671,"Animalia",1,NA,"2019-08-05T13:47:28.081+0000","2020-10-07T14:08:51.738+0000","2020-10-07T14:08:51.738+0000",34.35,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Pakistan",NA,73.47,"2019-05-03T00:00:00.000+0000",8,NA,"HQ991021",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","S. Akhtar","http://www.ebi.ac.uk/ena/data/view/HQ991021",NA,NA,"Chilo partellus Swinhoe, 1885",NA,"Chilo partellus",1883200,"partellus",NA,"236792",1883200,"ACCEPTED","SPECIES",NA,NA,2010,2020-10-16,TRUE
"86","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","Coast","https://www.ncbi.nlm.nih.gov/nuccore/HQ962613-SUPPRESSED",NA,"MATERIAL_SAMPLE","Pyra.00010","Insecta",216,"Coast, Kenya",NA,NA,"Kenya",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",1,NA,46,0,"2007-05-01T00:00:00",NA,"Crambidae",8841,NA,"Kenya","1415642128","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Bruno Leru","KINS091-10",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"KE",1415642128,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:34.657+0000","2020-09-05T05:53:34.657+0000",-4.341,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,41.518,NA,5,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=KINS091-10","International Centre of Insect Physiology and Ecology","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Bruno LeRu",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677","FEMALE","Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2007,2020-10-16,TRUE
"88","BOLD:AAN5677",10526965,"Creative Commons - Share Alike",NA,"https://www.ncbi.nlm.nih.gov/nuccore/JN266237-SUPPRESSED",NA,"MATERIAL_SAMPLE","BC MTD Lep 01318","Insecta",216,"Kenya",NA,NA,"Kenya",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",24,NA,20,0,"2005-11-24T00:00:00",NA,"Crambidae",8841,"BC MTD Lep 01318","Kenya","1416058908","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,NA,"PYRG471-11",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"KE",1416058908,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:44.417+0000","2020-09-05T05:52:44.417+0000",-3.301,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,39.985,NA,11,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=PYRG471-11","Senckenberg Natural History Collections Dresden, Museum of Zoology","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","Muli, Nuss, Okuku et Traenkner",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2005,2020-10-16,TRUE
"89","BOLD:AAN5677",10526965,"Creative Commons - Share Alike",NA,"https://www.ncbi.nlm.nih.gov/nuccore/MK566467",NA,"MATERIAL_SAMPLE",NA,"Insecta",216,"Coast, Mwabungu, Site 1, Kenya",NA,NA,"Kenya",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",19,NA,NA,NA,"2004-10-19T00:00:00","Pinned","Crambidae",8841,NA,"Kenya","2250849728","BOLD:AAN5677","Chilo",1883132,"WGS84","GPS",NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Bruno Le Rue","LSTEM428-18",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"KE",2250849728,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:52.888+0000","2020-09-05T05:53:52.888+0000",-4.35,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","Coast, Mwabungu, Site 1",NA,39.55,NA,10,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=LSTEM428-18","Australian Museum, Sydney","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","D.J.L. Agassiz",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2004,2020-10-16,TRUE
"95","BOLD:AAN5677",10526965,"Creative Commons - Share Alike","KwaZulu-Natal","https://www.ncbi.nlm.nih.gov/nuccore/MK566468","Host: Zea mays","MATERIAL_SAMPLE",NA,"Insecta",216,"Pongola, W. Visser farm, KwaZulu-Natal, South Africa",NA,NA,"South Africa",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",15,NA,NA,NA,"2003-12-15T00:00:00",NA,"Crambidae",8841,"S. ex. 138","South Africa","2250848137","BOLD:AAN5677","Chilo",1883132,"WGS84","Google Earth",NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,NA,"LSTEM265-18",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"ZA",2250848137,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:52:59.972+0000","2020-09-05T05:52:59.972+0000",-27.38,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Pongola, W. Visser farm","20km",31.64,NA,12,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=LSTEM265-18","Australian Museum, Sydney","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","D. Conlong",NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,2003,2020-10-16,TRUE
"99","BOLD:AAN5677",10526965,"Creative Commons - Share Alike",NA,NA,NA,"MATERIAL_SAMPLE","USNM ENT 01067109","Insecta",216,"Sudan",NA,NA,"Sudan",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",22,NA,NA,NA,"1961-11-22T00:00:00",NA,"Crambidae",8841,NA,"Sudan","1416040473","BOLD:AAN5677","Chilo",1883132,"WGS84","Google Earth",NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,"Scott E. Miller","PMANL3450-14",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"SD",1416040473,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:22.281+0000","2020-09-05T05:53:22.281+0000",17.555,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,33.937,NA,11,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=PMANL3450-14","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677","FEMALE","Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,1961,2020-10-16,TRUE
"108","BOLD:AAN5677",10526965,"Creative Commons - Share Alike",NA,NA,NA,"MATERIAL_SAMPLE",NA,"Insecta",216,"Bangalore, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,920,0,NA,"GenBank Submitted","Crambidae",8841,"RO-NBAIR-6","India","2248538693","BOLD:AAN5677","Chilo",1883132,"WGS84",NA,"Maize",NA,NA,NA,NA,"BOLD:AAN5677",NA,NA,"AGIRI006-17",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2248538693,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:39.511+0000","2020-09-05T05:53:39.511+0000",12.9716,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Bangalore",NA,77.5946,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AGIRI006-17","National Bureau of Agricultural Insect Resources, India","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,NA,2020-10-16,TRUE
"121","BOLD:AAN5677",10526965,"Creative Commons - Share Alike",NA,"https://www.ncbi.nlm.nih.gov/nuccore/MK566464",NA,"MATERIAL_SAMPLE",NA,"Insecta",216,"Coimbatore, India",NA,NA,"India",161,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,NA,NA,NA,"Pinned","Crambidae",8841,NA,"India","2250848081","BOLD:AAN5677","Chilo",1883132,"WGS84","Google Earth",NA,NA,NA,NA,NA,"BOLD:AAN5677",NA,NA,"LSTEM031-18",NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,"IN",2250848081,"Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:11.752+0000","2020-09-05T05:53:11.752+0000",11.01,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","Coimbatore","10km",76.92,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=LSTEM031-18","Australian Museum, Sydney","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5",NA,NA,"Barcode of Life Datasystems",NA,"BOLD:AAN5677",NA,"Chilo partellus",1883200,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5677",10526965,"ACCEPTED","UNRANKED",NA,NA,NA,2020-10-16,TRUE
