"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","furtherInformationURL","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://rs.tdwg.org/dwc/terms/sampleSizeUnit","http://rs.tdwg.org/dwc/terms/sampleSizeValue","http://unknown.org/habitatproperty","http://unknown.org/nick","http://unknown.org/occurrenceDetails","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","materialSampleID","modified","month","municipality","namePublishedIn","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismName","organismRemarks","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","sampleSizeUnit","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"2465","Spodoptera litura Fabricius, 1775",5109882,NA,"Phetchaburi",NA,NA,NA,NA,"HUMAN_OBSERVATION","11264793","Insecta",216,"Phetchaburi, Thailand","Observations",NA,NA,NA,"Thailand",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2018-04-21T13:48:57",28,NA,NA,NA,NA,NA,NA,"2011-12-28T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Thailand",NA,"1839226187","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"jan_fischer_rasmussen","https://www.inaturalist.org/observations/11264793",NA,NA,"25059680",NA,NA,"Jan Fischer Rasmussen","11264793",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"TH","1839226187","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:39:14.865+0000","2020-10-11T14:39:14.865+0000",12.842316,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,99.591718,NA,"2019-06-11T17:04:07.000+0000",12,NA,NA,NA,"https://www.inaturalist.org/observations/11264793",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Jan Fischer Rasmussen",NA,"https://www.inaturalist.org/observations/11264793","© Jan Fischer Rasmussen some rights reserved","Jan Fischer Rasmussen",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2011-12-28","Baan Maka",NA,NA,2011,2020-10-17
"2466","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+57FA><U+9686><U+5E02>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/2154",NA,NA,"HUMAN_OBSERVATION","002154","Insecta",216,"<U+6696><U+6771><U+82D7><U+5703>, <U+57FA><U+9686><U+5E02>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,4,NA,NA,NA,NA,NA,NA,"2011-12-04T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"1840949274","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth002154",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","1840949274","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:33:54.948+0000","2020-09-27T01:33:54.948+0000",25.093955,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"<U+6696><U+6771><U+82D7><U+5703>",NA,NA,121.740568,NA,NA,12,"<U+6696><U+6696><U+5340>",NA,NA,"TwMoth002154",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","<U+5E2D><U+5E73>",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"66",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2011,2020-10-17
"2471","BOLD:AAA8626",9910530,"Creative Commons - Share Alike","Punjab",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/HQ991168",NA,"MATERIAL_SAMPLE","MOT-00476","Insecta",216,"Faisalabad, NIBGE, Punjab, Pakistan",NA,NA,NA,NA,"Pakistan",161,NA,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,29,NA,NA,182,0,NA,NA,"2010-04-29T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Pakistan",NA,"1415766952","BOLD:AAA8626","Spodoptera",1765207,"WGS84",NA,NA,"GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOLD:AAA8626",NA,"Muhammad Ashfaq","MAMOT476-10",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,"PK","1415766952","Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:53.018+0000","2020-09-05T05:53:53.018+0000",31.3833,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Faisalabad, NIBGE",NA,NA,73.0167,NA,NA,4,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MAMOT476-10","National Institute for Biotechnology and Genetic Engineering","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","S. Akhtar",NA,NA,NA,"Barcode of Life Datasystems",NA,NA,"BOLD:AAA8626",NA,"Spodoptera litura",5109882,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626",9910530,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,NA,2010,2020-10-17
"2472","Spodoptera litura Fabricius, 1775",5109882,NA,NA,NA,NA,"HQ991168",NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"Pakistan, Pakistan",NA,NA,NA,NA,"Pakistan",128,"2011-02-16",NA,NA,"ad43e954-dd79-4986-ae34-9ccdbd8bf568",NA,NA,29,NA,NA,NA,NA,NA,NA,"2010-04-29T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Pakistan",NA,"2310994388","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Amphipyrinae;Spodoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HQ991168",NA,NA,"9e4f3516-2b98-4700-a39a-3f109252508c",NA,NA,"PK","2310994388","Animalia",1,NA,"2019-08-05T13:47:28.081+0000","2020-10-07T14:08:52.145+0000","2020-10-07T14:08:52.145+0000",31.38,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Pakistan",NA,NA,73.02,NA,"2019-05-03T00:00:00.000+0000",4,NA,NA,NA,"HQ991168",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","S. Akhtar",NA,"http://www.ebi.ac.uk/ena/data/view/HQ991168",NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"69820",5109882,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,2010,2020-10-17
"2474","BOLD:AAA8626",9910530,"Creative Commons - Share Alike","Phangnga",NA,NA,NA,NA,"MATERIAL_SAMPLE","BC ZSM Lep 53924","Insecta",216,"Phangnga, Thailand",NA,NA,NA,NA,"Thailand",161,NA,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,11,NA,NA,50,0,NA,NA,"2010-05-11T00:00:00",NA,NA,NA,"Noctuidae",7015,"BC ZSM Lep 53924","Thailand",NA,"1415533300","BOLD:AAA8626","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOLD:AAA8626",NA,"Wolfgang Speidel","GWOSX483-11",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,"TH","1415533300","Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:45.570+0000","2020-09-05T05:53:45.570+0000",8.61398,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,98.2451,NA,NA,5,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GWOSX483-11","SNSB, Zoologische Staatssammlung Muenchen","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","L. Janikorn & P. V. Kiippers",NA,NA,NA,"Barcode of Life Datasystems",NA,NA,"BOLD:AAA8626","MALE","Spodoptera litura",5109882,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626",9910530,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,NA,2010,2020-10-17
"2476","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+53F0><U+5317><U+5E02>","http://twmoth.tesri.gov.tw/peo/FBMothInfo/226433",NA,NA,"HUMAN_OBSERVATION","226433","Insecta",216,"<U+5929><U+6BCD><U+516C><U+5712>, <U+53F0><U+5317><U+5E02>, Taiwan",NA,NA,NA,NA,"Taiwan",151,NA,NA,NA,"e0b8cb67-6667-423d-ab71-08021b6485f3",NA,NA,25,NA,NA,NA,NA,NA,NA,"2010-05-25T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"2005718355","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TwMoth226433",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","2005718355","Animalia",1,NA,"2020-09-27T01:31:04.090+0000","2020-09-27T01:34:03.573+0000","2020-09-27T01:34:03.573+0000",25.125393,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","<U+5929><U+6BCD><U+516C><U+5712>",NA,NA,121.530733,NA,NA,5,"<U+58EB><U+6797><U+5340>",NA,NA,"TwMoth226433",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea","Hweishan Lai",NA,NA,NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"60",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2010,2020-10-17
"2479","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"<U+2211>s¶Àø§","http://twmoth.tesri.gov.tw/peo/MothInfo/B01-20100618-014",NA,NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"=M§Ù8Í§p, <U+2211>s¶Àø§, Taiwan",NA,"B01-20100618-014",NA,NA,"Taiwan",122,NA,NA,NA,"f3f25fcf-2930-4cf1-a495-6b31d7fa0252",NA,NA,18,NA,NA,NA,NA,NA,NA,"2010-06-18T00:00:00","B01-20100618",NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"1934789804","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,"square meter","ab. 90000",NA,NA,NA,NA,NA,NA,NA,NA,"<U+65BD><U+79AE><U+6B63>","B01-20100618-014",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","1934789804","Animalia",1,NA,"2020-10-07T03:58:28.593+0000","2020-10-07T15:44:04.905+0000","2020-10-07T15:44:04.905+0000",24.867184,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","=M§Ù8Í§p",NA,NA,121.136176,NA,NA,6,"<U+2211>sÆH¬Ì",NA,NA,"B01-20100618-014",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,"B01","Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea",NA,NA,NA,NA,NA,"square meter","Light trap","Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"480",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2010,2020-10-17
"2489","BOLD:AAA8626",9910530,"Creative Commons - Share Alike","Punjab",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/HQ991080",NA,"MATERIAL_SAMPLE","MOT-00386","Insecta",216,"Faisalabad, PARS, Punjab, Pakistan",NA,NA,NA,NA,"Pakistan",161,NA,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,17,NA,NA,180,0,NA,NA,"2010-08-17T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Pakistan",NA,"1415766771","BOLD:AAA8626","Spodoptera",1765207,"WGS84",NA,NA,"GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOLD:AAA8626",NA,"Muhammad Ashfaq","MAMOT386-10",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,"PK","1415766771","Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:49.107+0000","2020-09-05T05:53:49.107+0000",31.3833,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Faisalabad, PARS",NA,NA,73,NA,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MAMOT386-10","National Institute for Biotechnology and Genetic Engineering","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","S. Akhtar",NA,NA,NA,"Barcode of Life Datasystems",NA,NA,"BOLD:AAA8626",NA,"Spodoptera litura",5109882,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626",9910530,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,NA,2010,2020-10-17
"2490","BOLD:AAA8626",9910530,"Creative Commons - Share Alike","Sindh",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/HQ991083",NA,"MATERIAL_SAMPLE","MOT-00389","Insecta",216,"Mithi, Mithi, Sindh, Pakistan",NA,NA,NA,NA,"Pakistan",161,NA,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,28,NA,NA,39,0,NA,NA,"2010-08-28T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Pakistan",NA,"1415766800","BOLD:AAA8626","Spodoptera",1765207,"WGS84",NA,NA,"GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOLD:AAA8626",NA,"Muhammad Ashfaq","MAMOT389-10",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,"PK","1415766800","Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:00.250+0000","2020-09-05T05:53:00.250+0000",24.7333,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Mithi, Mithi",NA,NA,69.7833,NA,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MAMOT389-10","National Institute for Biotechnology and Genetic Engineering","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","S. Akhtar",NA,NA,NA,"Barcode of Life Datasystems",NA,NA,"BOLD:AAA8626",NA,"Spodoptera litura",5109882,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626",9910530,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,NA,2010,2020-10-17
"2493","BOLD:AAA8626",9910530,"Creative Commons - Share Alike","Sindh",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/HQ991288",NA,"MATERIAL_SAMPLE","MOT-00601","Insecta",216,"Thar, Thar, Sindh, Pakistan",NA,NA,NA,NA,"Pakistan",161,NA,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,29,NA,NA,51,0,NA,NA,"2010-08-29T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Pakistan",NA,"1415767121","BOLD:AAA8626","Spodoptera",1765207,"WGS84",NA,NA,"GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOLD:AAA8626",NA,"Muhammad Ashfaq","MAMOT601-10",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,"PK","1415767121","Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:53:10.907+0000","2020-09-05T05:53:10.907+0000",25.9,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Thar, Thar",NA,NA,69.85,NA,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=MAMOT601-10","National Institute for Biotechnology and Genetic Engineering","PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","S. Akhtar",NA,NA,NA,"Barcode of Life Datasystems",NA,NA,"BOLD:AAA8626",NA,"Spodoptera litura",5109882,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626",9910530,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,NA,2010,2020-10-17
"2494","Spodoptera litura Fabricius, 1775",5109882,NA,"Central",NA,NA,NA,NA,"HUMAN_OBSERVATION","225665","Insecta",216,"Central, Fiji","Observations",NA,NA,NA,"Fiji",235,NA,NA,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2013-03-30T09:19:22",14,NA,NA,NA,NA,NA,NA,"2010-08-14T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Fiji",NA,"1802604492","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"obinfiji","http://www.inaturalist.org/observations/225665",NA,NA,"361188",NA,NA,"Mark O'Brien","225665",NA,NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,"FJ","1802604492","Animalia",1,NA,"2020-10-11T12:19:52.988+0000","2020-10-11T14:35:14.796+0000","2020-10-11T14:35:14.796+0000",-18.14331,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,178.456694,NA,"2020-08-15T19:01:50.000+0000",8,NA,NA,NA,"http://www.inaturalist.org/observations/225665",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Mark O'Brien",NA,"https://www.inaturalist.org/observations/225665","© Mark O'Brien some rights reserved","Mark O'Brien",NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"124875",5109882,"ACCEPTED","SPECIES",NA,NA,"2010-08-14","Nacara Street, Vatuwaqa, Suva, Viti Levu, Fiji",NA,NA,2010,2020-10-17
"2497","Spodoptera litura Fabricius, 1775",5109882,NA,NA,"´nßÎø§","http://twmoth.tesri.gov.tw/peo/MothInfo/B02-20100807-020",NA,NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"§Ø<U+2211>R8™pA-01, ´nßÎø§, Taiwan",NA,"B02-20100807-020",NA,NA,"Taiwan",122,NA,NA,NA,"f3f25fcf-2930-4cf1-a495-6b31d7fa0252",NA,NA,7,NA,NA,NA,NA,NA,NA,"2010-08-07T00:00:00","B02-20100807",NA,NA,"Noctuidae",7015,NA,"Taiwan, Province of China",NA,"1934789760","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,"square meter","ab. 90000",NA,NA,NA,NA,NA,NA,NA,NA,"<U+65BD><U+79AE><U+6B63>","B02-20100807-020",1,NA,"08eefeeb-e20f-4482-8e0f-f218547e2f50","tesri",NA,"TW","1934789760","Animalia",1,NA,"2020-10-07T03:58:28.593+0000","2020-10-07T15:44:04.468+0000","2020-10-07T15:44:04.468+0000",24.021232,"http://creativecommons.org/licenses/by/4.0/legalcode","ADULT","§Ø<U+2211>R8™pA-01",NA,NA,121.133407,NA,NA,8,"§Ø<U+2211>R<U+2202>m",NA,NA,"B02-20100807-020",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,"B02","Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","TW","7c07cec1-2925-443c-81f1-333e4187bdea",NA,NA,NA,NA,NA,"square meter","Light trap","Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,NA,5109882,"ACCEPTED","SPECIES",NA,"1059",NA,NA,NA,"<U+659C><U+7D0B><U+591C><U+86FE>",2010,2020-10-17
"2498","BOLD:AAA8626",9910530,"Creative Commons - Share Alike",NA,NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/JQ064564",NA,"MATERIAL_SAMPLE","TNAUMESl-1","Insecta",216,"India",NA,NA,NA,NA,"India",161,NA,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,18,NA,NA,NA,NA,NA,NA,"2010-08-18T00:00:00",NA,NA,NA,"Noctuidae",7015,"JQ064564","India",NA,"2249956822","BOLD:AAA8626","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOLD:AAA8626",NA,NA,"GBMIN30175-13",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,"IN","2249956822","Animalia",1,"en","2020-09-03T03:46:09.404+0000","2020-09-05T05:54:27.646+0000","2020-09-05T05:54:27.646+0000",11,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,77,NA,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBMIN30175-13",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","V. Selvam",NA,NA,NA,"Barcode of Life Datasystems",NA,NA,"BOLD:AAA8626",NA,"Spodoptera litura",5109882,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8626",9910530,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,NA,2010,2020-10-17
"2499","Spodoptera litura Fabricius, 1775",5109882,NA,NA,NA,NA,"HQ991158",NA,"PRESERVED_SPECIMEN",NA,"Insecta",216,"Pakistan, Pakistan",NA,NA,NA,NA,"Pakistan",128,"2011-02-16",NA,NA,"ad43e954-dd79-4986-ae34-9ccdbd8bf568",NA,NA,17,NA,NA,NA,NA,NA,NA,"2010-08-17T00:00:00",NA,NA,NA,"Noctuidae",7015,NA,"Pakistan",NA,"2304169476","Spodoptera","Spodoptera",1765207,"WGS84",NA,NA,NA,NA,NA,"Eukaryota;Metazoa;Ecdysozoa;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Holometabola;Lepidoptera;Glossata;Ditrysia;Noctuoidea;Noctuidae;Amphipyrinae;Spodoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HQ991158",NA,NA,"9e4f3516-2b98-4700-a39a-3f109252508c",NA,NA,"PK","2304169476","Animalia",1,NA,"2019-08-05T13:47:28.081+0000","2020-10-07T14:08:12.574+0000","2020-10-07T14:08:12.574+0000",31.38,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Pakistan",NA,NA,73,NA,"2019-05-03T00:00:00.000+0000",8,NA,NA,NA,"HQ991158",NA,"PRESENT","Lepidoptera",797,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","S. Akhtar",NA,"http://www.ebi.ac.uk/ena/data/view/HQ991158",NA,NA,NA,NA,"Spodoptera litura Fabricius, 1775",NA,"Spodoptera litura",5109882,"litura",NA,NA,"69820",5109882,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,2010,2020-10-17
