,acceptedNameUsage,acceptedScientificName,acceptedTaxonKey,accessRights,adm1,adm2,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,basisOfRecord,bibliographicCitation,catalogNumber,class,classKey,cloc,collectionCode,collectionID,collectionKey,continent,coordinatePrecision,coordinateUncertaintyInMeters,country,crawlId,dataGeneralizations,datasetID,datasetKey,datasetName,dateIdentified,day,disposition,dynamicProperties,elevation,elevationAccuracy,endDayOfYear,eventDate,eventID,eventRemarks,eventTime,family,familyKey,fieldNumber,footprintSRS,footprintWKT,fullCountry,gbifID,genericName,genus,genusKey,geodeticDatum,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceRemarks,georeferenceSources,georeferenceVerificationStatus,habitat,higherClassification,higherGeography,hostingOrganizationKey,http://unknown.org/captive,http://unknown.org/datasetnameproperty,http://unknown.org/language,http://unknown.org/license,http://unknown.org/nick,http://unknown.org/recordEnteredBy,http://unknown.org/recordID,http://unknown.org/rights,http://unknown.org/rightsHolder,identificationID,identificationRemarks,identificationVerificationStatus,identifiedBy,identifier,inCluster,individualCount,informationWithheld,installationKey,institutionCode,institutionID,institutionKey,isInCluster,island,islandGroup,ISO2,iucnRedListCategory,key,kingdom,kingdomKey,language,lastCrawled,lastInterpreted,lastParsed,lat,license,lifeStage,locality,locationAccordingTo,locationID,locationRemarks,lon,materialSampleID,modified,month,municipality,nameAccordingTo,namePublishedInYear,nomenclaturalCode,occurrenceID,occurrenceRemarks,occurrenceStatus,order,orderKey,organismName,organismQuantity,organismQuantityType,originalNameUsage,otherCatalogNumbers,ownerInstitutionCode,parentEventID,phylum,phylumKey,preparations,programmeAcronym,projectId,protocol,publishingCountry,publishingOrgKey,recordedBy,recordNumber,references,rights,rightsHolder,sampleSizeUnit,sampleSizeValue,samplingEffort,samplingProtocol,scientificName,sex,species,speciesKey,specificEpithet,startDayOfYear,taxonConceptID,taxonID,taxonKey,taxonomicStatus,taxonRank,type,verbatimCoordinateSystem,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality,verbatimSRS,verbatimTaxonRank,vernacularName,waterBody,year,downloadDate
98,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Bouches-du-Rhône,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Bouches-du-Rhône, France",NA,NA,NA,NA,NA,10086,France,108,NA,862FB4BC-E5A6-54DC-E053-5014A8C02001,7247dc2e-b862-4555-b533-7701d183271b,NA,NA,25,NA,NA,NA,NA,NA,2020-10-25T00:00:00,CB00C547-E6D6-718A-E053-0514A8C08AD5,NA,NA,Noctuidae,7015,NA,NA,NA,France,3491550274,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,Jérôme Barbut (France) (),CB00C547-E6D6-718A-E053-0514A8C08AD5,FALSE,NA,NA,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,3491550274,Animalia,1,NA,2022-04-20T06:32:20.315+00:00,2022-04-26T08:47:10.405+00:00,2022-04-26T08:47:10.405+00:00,43.53609,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,5.3986,NA,NA,10,Aix-en-Provence,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,CB00C547-E6D6-718A-E053-0514A8C08AD5,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Sandra.B (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,6/24/2022
297,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Isère,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Isère, France",NA,NA,NA,NA,NA,50,France,169,NA,4A9DDA1F-B7F2-3E13-E053-2614A8C02B7C,601540ae-e975-48b7-87a8-a4a663f10e68,NA,NA,30,NA,NA,NA,NA,NA,2014-09-30T00:00:00,82e3ca43-3748-24f6-e053-2614a8c008ee,NA,NA,Noctuidae,7015,NA,NA,POINT(5.40824987693111 45),France,2471480012,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,NA,82e3ca43-3748-24f6-e053-2614a8c008ee,FALSE,NA,NA,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2471480012,Animalia,1,NA,2022-04-20T11:08:22.968+00:00,2022-04-25T18:03:45.384+00:00,2022-04-25T18:03:45.384+00:00,45.42814,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,5.40825,NA,2019-02-28T00:00:00.000+00:00,9,Grand-Lemps,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,82e3ca43-3748-24f6-e053-2614a8c008ee,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Baillet Yann (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6/24/2022
1207,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Bouches-du-Rhône,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Bouches-du-Rhône, France",NA,NA,NA,NA,NA,12359,France,108,NA,862FB4BC-E5A6-54DC-E053-5014A8C02001,7247dc2e-b862-4555-b533-7701d183271b,NA,2020-10-15T00:00:00,NA,NA,NA,NA,NA,NA,NA,CB00C547-C6B1-718A-E053-0514A8C08AD5,NA,NA,Noctuidae,7015,NA,NA,NA,France,3491547946,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,Jérôme Barbut (France) (),CB00C547-C6B1-718A-E053-0514A8C08AD5,FALSE,NA,NA,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,3491547946,Animalia,1,NA,2022-04-20T06:32:20.315+00:00,2022-04-26T08:47:10.429+00:00,2022-04-26T08:47:10.429+00:00,43.29169,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,5.42044,NA,NA,NA,Marseille,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,CB00C547-C6B1-718A-E053-0514A8C08AD5,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Didier_13 (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/2022
912,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Alpes-de-Haute-Provence,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Alpes-de-Haute-Provence, France",NA,NA,NA,NA,NA,2500,France,170,NA,6C62C6AA-288B-5AE0-E053-2614A8C0C021,66551429-5e35-4848-94f5-b13bcad669a5,NA,NA,1,NA,NA,NA,NA,NA,1960-01-01T00:00:00,6ddaae88-dd56-41bf-857e-fd811c8ef672,NA,NA,Noctuidae,7015,NA,NA,NA,France,2498206468,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,DUFAY Claude (),6ddaae88-dd56-41bf-857e-fd811c8ef672,FALSE,NA,NA,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2498206468,Animalia,1,NA,2022-04-20T10:46:55.781+00:00,2022-04-26T07:32:27.009+00:00,2022-04-26T07:32:27.009+00:00,43.92293,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,5.70863,NA,2018-07-26T00:00:00.000+00:00,1,Saint-Michel-l'Observatoire,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,6ddaae88-dd56-41bf-857e-fd811c8ef672,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,DUFAY Claude (CEN PACA),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,6/24/2022
294,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Var,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Var, France",NA,NA,NA,NA,NA,6130,France,171,NA,4C5A43ED-B790-2E2B-E053-2614A8C021C1,54facf62-bf0c-43e7-9972-4fdc407fa6c5,NA,NA,31,NA,NA,NA,NA,NA,2014-07-31T00:00:00,82e3ca48-0760-24f6-e053-2614a8c008ee,NA,NA,Noctuidae,7015,NA,NA,NA,France,2475608712,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,NA,82e3ca48-0760-24f6-e053-2614a8c008ee,FALSE,NA,Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2475608712,Animalia,1,NA,2022-04-20T10:46:58.202+00:00,2022-04-25T17:48:51.688+00:00,2022-04-25T17:48:51.688+00:00,43.22722,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,5.76578,NA,2019-02-28T00:00:00.000+00:00,7,Castellet,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,82e3ca48-0760-24f6-e053-2614a8c008ee,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,BourrinOman (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6/24/2022
1034,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Var,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Var, France",NA,NA,NA,NA,NA,3073,France,171,NA,4C5A43ED-B790-2E2B-E053-2614A8C021C1,54facf62-bf0c-43e7-9972-4fdc407fa6c5,NA,NA,NA,NA,NA,NA,NA,NA,NA,82e3ca76-2738-24f6-e053-2614a8c008ee,NA,NA,Noctuidae,7015,NA,NA,NA,France,2475445154,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,NA,82e3ca76-2738-24f6-e053-2614a8c008ee,FALSE,NA,Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2475445154,Animalia,1,NA,2022-04-20T10:46:58.202+00:00,2022-04-25T17:48:50.179+00:00,2022-04-25T17:48:50.179+00:00,43.12681,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,6.01939,NA,2019-02-28T00:00:00.000+00:00,NA,Garde,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,82e3ca76-2738-24f6-e053-2614a8c008ee,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Jc.grandmaire (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/2022
1037,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Var,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Var, France",NA,NA,NA,NA,NA,3073,France,171,NA,4C5A43ED-B790-2E2B-E053-2614A8C021C1,54facf62-bf0c-43e7-9972-4fdc407fa6c5,NA,NA,NA,NA,NA,NA,NA,NA,NA,82e3ca79-5d7f-24f6-e053-2614a8c008ee,NA,NA,Noctuidae,7015,NA,NA,NA,France,2475650319,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,NA,82e3ca79-5d7f-24f6-e053-2614a8c008ee,FALSE,NA,Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2475650319,Animalia,1,NA,2022-04-20T10:46:58.202+00:00,2022-04-25T17:48:49.566+00:00,2022-04-25T17:48:49.566+00:00,43.12681,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,6.01939,NA,2019-02-28T00:00:00.000+00:00,NA,Garde,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,82e3ca79-5d7f-24f6-e053-2614a8c008ee,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Jc.grandmaire (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/2022
276,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Alpes-Maritimes,NA,"Anonyme 2015. Migrateurs et nouveaux venus. <em>oreina<-em>, 32: 21-24.",NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Alpes-Maritimes, France",NA,NA,NA,NA,NA,6474,France,171,NA,4A9DDA1F-B88C-3E13-E053-2614A8C02B7C,0eca5dd3-55ec-4c0e-ba89-972b40786343,NA,NA,30,NA,NA,NA,NA,NA,2015-09-30T00:00:00,304CEA7D-5914-0593-E053-2614A8C02206,NA,NA,Noctuidae,7015,NA,NA,NA,France,2470101000,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,Billi Frédéric (),304CEA7D-5914-0593-E053-2614A8C02206,FALSE,NA,NA,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2470101000,Animalia,1,NA,2022-04-20T10:46:51.349+00:00,2022-04-25T15:53:37.461+00:00,2022-04-25T15:53:37.461+00:00,43.71236,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,7.23793,NA,2019-06-12T00:00:00.000+00:00,9,Nice,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,304CEA7D-5914-0593-E053-2614A8C02206,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,Spodoptera littoralis,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Billi Frédéric (Indépendant),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6/24/2022
148,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Corse-du-Sud,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Farrandinu, Corse-du-Sud, France",NA,NA,NA,NA,NA,1,France,93,NA,87FCF2D2-E12B-0574-E053-5014A8C0E053,528ad5f2-b6d4-4ea6-89a1-ddfafee4ec45,NA,NA,22,NA,NA,160,0,NA,2019-09-22T00:00:00,9E0EFECA-4C6F-347D-E053-2614A8C07A1A,NA,NA,Noctuidae,7015,NA,NA,POINT(8.80456 42),France,3491423896,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,Mothiron P. (),9E0EFECA-4C6F-347D-E053-2614A8C07A1A,FALSE,NA,NA,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,3491423896,Animalia,1,NA,2022-04-20T05:19:51.073+00:00,2022-04-25T17:44:10.337+00:00,2022-04-25T17:44:10.337+00:00,41.74895,http://creativecommons.org/licenses/by/4.0/legalcode,NA,Farrandinu,NA,NA,NA,8.80456,NA,2020-03-12T00:00:00.000+00:00,9,Serra-di-Ferro,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,9E0EFECA-4C6F-347D-E053-2614A8C07A1A,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,Spodoptera littoralis,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Mothiron P. (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,6/24/2022
147,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Corse-du-Sud,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Etang de Tanchiccia, Corse-du-Sud, France",NA,NA,NA,NA,NA,1,France,93,NA,87FCF2D2-E12B-0574-E053-5014A8C0E053,528ad5f2-b6d4-4ea6-89a1-ddfafee4ec45,NA,NA,26,NA,NA,3,0,NA,2019-09-26T00:00:00,9E5CE0AA-80E7-6B69-E053-2614A8C09D17,NA,NA,Noctuidae,7015,NA,NA,POINT(8.813903999999999 42),France,3491420558,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,Mothiron P. (),9E5CE0AA-80E7-6B69-E053-2614A8C09D17,FALSE,NA,NA,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,3491420558,Animalia,1,NA,2022-04-20T05:19:51.073+00:00,2022-04-25T17:44:09.783+00:00,2022-04-25T17:44:09.783+00:00,41.71952,http://creativecommons.org/licenses/by/4.0/legalcode,NA,Etang de Tanchiccia,NA,NA,NA,8.8139,NA,2020-06-06T00:00:00.000+00:00,9,Serra-di-Ferro,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,9E5CE0AA-80E7-6B69-E053-2614A8C09D17,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,Spodoptera littoralis,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,Mothiron P. & Borges A. (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,6/24/2022
389,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Haute-Corse,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Haute-Corse, France",NA,NA,NA,NA,NA,4574,France,171,NA,4C5A43ED-B790-2E2B-E053-2614A8C021C1,54facf62-bf0c-43e7-9972-4fdc407fa6c5,NA,NA,11,NA,NA,NA,NA,NA,2009-11-11T00:00:00,82e3ca7e-9e24-24f6-e053-2614a8c008ee,NA,NA,Noctuidae,7015,NA,NA,NA,France,2475719571,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,NA,82e3ca7e-9e24-24f6-e053-2614a8c008ee,FALSE,NA,Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2475719571,Animalia,1,NA,2022-04-20T10:46:58.202+00:00,2022-04-25T17:48:43.334+00:00,2022-04-25T17:48:43.334+00:00,42.51577,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,9.47399,NA,2019-02-28T00:00:00.000+00:00,11,Vescovato,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,82e3ca7e-9e24-24f6-e053-2614a8c008ee,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,basc (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,6/24/2022
1036,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,NA,Haute-Corse,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,Insecta,216,"Haute-Corse, France",NA,NA,NA,NA,NA,4574,France,171,NA,4C5A43ED-B790-2E2B-E053-2614A8C021C1,54facf62-bf0c-43e7-9972-4fdc407fa6c5,NA,NA,NA,NA,NA,NA,NA,NA,NA,82e3ca7e-9e25-24f6-e053-2614a8c008ee,NA,NA,Noctuidae,7015,NA,NA,NA,France,2475592719,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control could not be conclusive due to insufficient knowledge,NA,82e3ca7e-9e25-24f6-e053-2614a8c008ee,FALSE,NA,Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer,07ea29ef-e386-4278-ae0f-095778a1b061,NA,NA,NA,FALSE,NA,NA,FR,NE,2475592719,Animalia,1,NA,2022-04-20T10:46:58.202+00:00,2022-04-25T17:48:46.437+00:00,2022-04-25T17:48:46.437+00:00,42.51577,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,9.47399,NA,2019-02-28T00:00:00.000+00:00,NA,Vescovato,"Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,82e3ca7e-9e25-24f6-e053-2614a8c008ee,WGS84,PRESENT,Lepidoptera,797,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,FR,1928bdf0-f5d2-11dc-8c12-b8a03c50a862,basc (),NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,249412,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/2022
