,acceptedNameUsage,acceptedScientificName,acceptedTaxonKey,accessRights,adm1,adm2,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,basisOfRecord,bibliographicCitation,catalogNumber,class,classKey,cloc,collectionCode,collectionID,collectionKey,continent,coordinatePrecision,coordinateUncertaintyInMeters,country,crawlId,dataGeneralizations,datasetID,datasetKey,datasetName,dateIdentified,day,disposition,dynamicProperties,elevation,elevationAccuracy,endDayOfYear,eventDate,eventID,eventRemarks,eventTime,family,familyKey,fieldNumber,footprintSRS,footprintWKT,fullCountry,gbifID,genericName,genus,genusKey,geodeticDatum,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceRemarks,georeferenceSources,georeferenceVerificationStatus,habitat,higherClassification,higherGeography,hostingOrganizationKey,http://unknown.org/captive,http://unknown.org/datasetnameproperty,http://unknown.org/language,http://unknown.org/license,http://unknown.org/nick,http://unknown.org/recordEnteredBy,http://unknown.org/recordID,http://unknown.org/rights,http://unknown.org/rightsHolder,identificationID,identificationRemarks,identificationVerificationStatus,identifiedBy,identifier,inCluster,individualCount,informationWithheld,installationKey,institutionCode,institutionID,institutionKey,isInCluster,island,islandGroup,ISO2,iucnRedListCategory,key,kingdom,kingdomKey,language,lastCrawled,lastInterpreted,lastParsed,lat,license,lifeStage,locality,locationAccordingTo,locationID,locationRemarks,lon,materialSampleID,modified,month,municipality,nameAccordingTo,namePublishedInYear,nomenclaturalCode,occurrenceID,occurrenceRemarks,occurrenceStatus,order,orderKey,organismName,organismQuantity,organismQuantityType,originalNameUsage,otherCatalogNumbers,ownerInstitutionCode,parentEventID,phylum,phylumKey,preparations,programmeAcronym,projectId,protocol,publishingCountry,publishingOrgKey,recordedBy,recordNumber,references,rights,rightsHolder,sampleSizeUnit,sampleSizeValue,samplingEffort,samplingProtocol,scientificName,sex,species,speciesKey,specificEpithet,startDayOfYear,taxonConceptID,taxonID,taxonKey,taxonomicStatus,taxonRank,type,verbatimCoordinateSystem,verbatimElevation,verbatimEventDate,verbatimIdentification,verbatimLocality,verbatimSRS,verbatimTaxonRank,vernacularName,waterBody,year,downloadDate
71,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Comunidad Valenciana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,82223464,Insecta,216,"Comunidad Valenciana, Spain",Observations,NA,NA,NA,NA,104,Spain,309,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-08T23:27:52,1,NA,NA,NA,NA,NA,2020-02-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,3302063469,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,kristianleahy,NA,NA,NA,NA,181641276,NA,NA,Kristian Leahy,82223464,FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3302063469,Animalia,1,NA,2022-06-03T07:39:47.021+00:00,2022-06-03T10:57:00.211+00:00,2022-06-03T10:57:00.211+00:00,38.024384,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.662347,NA,2021-06-08T23:28:40.000+00:00,2,NA,NA,NA,NA,https://www.inaturalist.org/observations/82223464,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Kristian Leahy,NA,https://www.inaturalist.org/observations/82223464,NA,Kristian Leahy,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,428994,5109931,ACCEPTED,SPECIES,NA,NA,NA,2/1/2020,NA,"La Mata, Parque Natural, Alicante",NA,NA,NA,NA,2020,6/24/2022
238,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Comunidad Valenciana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,82245225,Insecta,216,"Comunidad Valenciana, Spain",Observations,NA,NA,NA,NA,209,Spain,309,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-09T02:52:21,14,NA,NA,NA,NA,NA,2017-10-14T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,3455368218,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,kristianleahy,NA,NA,NA,NA,181685122,NA,NA,Kristian Leahy,82245225,FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3455368218,Animalia,1,NA,2022-06-03T07:39:47.021+00:00,2022-06-03T10:56:48.424+00:00,2022-06-03T10:56:48.424+00:00,38.024755,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.658922,NA,2021-12-04T01:36:37.000+00:00,10,NA,NA,NA,NA,https://www.inaturalist.org/observations/82245225,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Kristian Leahy,NA,https://www.inaturalist.org/observations/82245225,NA,Kristian Leahy,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,428994,5109931,ACCEPTED,SPECIES,NA,NA,NA,10/14/2017,NA,"La Mata, Parque Natural",NA,NA,NA,NA,2017,6/24/2022
176,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Comunidad Valenciana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,82224665,Insecta,216,"Comunidad Valenciana, Spain",Observations,NA,NA,NA,NA,104,Spain,309,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-08T23:38:19,2,NA,NA,NA,NA,NA,2019-11-02T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,3455271207,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,kristianleahy,NA,NA,NA,NA,181643587,NA,NA,Kristian Leahy,82224665,FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3455271207,Animalia,1,NA,2022-06-03T07:39:47.021+00:00,2022-06-03T11:14:13.552+00:00,2022-06-03T11:14:13.552+00:00,38.025091,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.6588,NA,2021-12-06T01:00:10.000+00:00,11,NA,NA,NA,NA,https://www.inaturalist.org/observations/82224665,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Kristian Leahy,NA,https://www.inaturalist.org/observations/82224665,NA,Kristian Leahy,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,428994,5109931,ACCEPTED,SPECIES,NA,NA,NA,11/2/2019,NA,"La Mata, Alicante",NA,NA,NA,NA,2019,6/24/2022
182,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Comunidad Valenciana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,82224063,Insecta,216,"Comunidad Valenciana, Spain",Observations,NA,NA,NA,NA,104,Spain,309,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-06-08T23:32:23,1,NA,NA,NA,NA,NA,2019-12-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,3455313144,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,kristianleahy,NA,NA,NA,NA,181642394,NA,NA,Kristian Leahy,82224063,FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3455313144,Animalia,1,NA,2022-06-03T07:39:47.021+00:00,2022-06-03T11:37:37.962+00:00,2022-06-03T11:37:37.962+00:00,38.0253,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.665597,NA,2021-12-06T00:55:51.000+00:00,12,NA,NA,NA,NA,https://www.inaturalist.org/observations/82224063,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Kristian Leahy,NA,https://www.inaturalist.org/observations/82224063,NA,Kristian Leahy,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,428994,5109931,ACCEPTED,SPECIES,NA,NA,NA,12/1/2019,NA,"La Mata, Parque Natural, Alicante",NA,NA,NA,NA,2019,6/24/2022
622,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Alicante,NA,NA,NA,NA,NA,OCCURRENCE,NA,340769,Insecta,216,"Sierra de Albatera, Alicante, Spain, EUROPE",BDBCV-General,NA,NA,EUROPE,NA,707,Spain,190,NA,NA,95e635d4-f762-11e1-a439-00145eb45e9a,NA,NA,NA,NA,NA,NA,NA,NA,1997-01-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,1500711791,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J. E. Tormo,BDBCV:BDBCV-General:340769,FALSE,NA,NA,2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6,BDBCV,NA,NA,FALSE,NA,NA,ES,NE,1500711791,Animalia,1,Es,2022-05-26T13:38:38.288+00:00,2022-05-26T14:12:32.754+00:00,2022-05-26T14:12:32.754+00:00,38.16,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,Sierra de Albatera,NA,NA,NA,-0.9,NA,NA,NA,ORIHUELA,NA,NA,NA,BDBCV:BDBCV-General:340769,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,ES,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,J. E. Tormo,NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,NA,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,6/24/2022
296,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Alicante,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,1615441,Insecta,216,"Alicante, Spain, EUROPE",BDBCV-General,NA,NA,EUROPE,NA,707,Spain,190,NA,NA,95e635d4-f762-11e1-a439-00145eb45e9a,NA,NA,24,NA,NA,NA,NA,NA,2014-09-24T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,1501479930,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guillermo Fernández Alfaro,BDBCV:BDBCV-General:1615441,FALSE,NA,NA,2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6,BDBCV,NA,NA,FALSE,NA,NA,ES,NE,1501479930,Animalia,1,Es,2022-05-26T13:38:38.288+00:00,2022-05-26T14:13:12.767+00:00,2022-05-26T14:13:12.767+00:00,38.3,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.6,NA,2017-02-27T15:02:51.000+00:00,9,ELX,NA,NA,NA,BDBCV:BDBCV-General:1615441,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,ES,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,Guillermo Fernández Alfaro,NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,NA,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6/24/2022
299,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Alicante,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,1626628,Insecta,216,"Alicante, Spain, EUROPE",BDBCV-General,NA,NA,EUROPE,NA,707,Spain,190,NA,NA,95e635d4-f762-11e1-a439-00145eb45e9a,NA,NA,15,NA,NA,NA,NA,NA,2014-10-15T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,1501491132,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guillermo Fernández Alfaro,BDBCV:BDBCV-General:1626628,FALSE,NA,NA,2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6,BDBCV,NA,NA,FALSE,NA,NA,ES,NE,1501491132,Animalia,1,Es,2022-05-26T13:38:38.288+00:00,2022-05-26T14:12:39.587+00:00,2022-05-26T14:12:39.587+00:00,38.3,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.6,NA,2017-02-27T17:15:27.000+00:00,10,ELX,NA,NA,NA,BDBCV:BDBCV-General:1626628,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,ES,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,Guillermo Fernández Alfaro,NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,NA,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6/24/2022
371,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Alicante,NA,NA,NA,NA,NA,OCCURRENCE,NA,1553914,Insecta,216,"Alicante, Spain, EUROPE",BDBCV-General,NA,NA,EUROPE,NA,707,Spain,190,NA,NA,95e635d4-f762-11e1-a439-00145eb45e9a,NA,NA,23,NA,NA,NA,NA,NA,2011-10-23T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,1501420376,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J. Ortner|R. Leimlehner,BDBCV:BDBCV-General:1553914,FALSE,NA,NA,2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6,BDBCV,NA,NA,FALSE,NA,NA,ES,NE,1501420376,Animalia,1,Es,2022-05-26T13:38:38.288+00:00,2022-05-26T14:13:16.237+00:00,2022-05-26T14:13:16.237+00:00,38.57,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.41,NA,NA,10,RELLEU,NA,NA,NA,BDBCV:BDBCV-General:1553914,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,ES,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,J. Ortner|R. Leimlehner,NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,NA,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,6/24/2022
18,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Comunidad Valenciana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,105506044,Insecta,216,"Comunidad Valenciana, Spain",Observations,NA,NA,NA,NA,73361,Spain,309,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2022-01-24T19:43:32,24,NA,NA,NA,NA,NA,2021-04-24T13:37:16,NA,NA,13:37:16Z,Noctuidae,7015,NA,NA,NA,Spain,3466038042,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,eva_b_s,NA,NA,NA,NA,233340133,NA,NA,Kjeld Brem,105506044,FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3466038042,Animalia,1,NA,2022-06-03T07:39:47.021+00:00,2022-06-03T11:54:14.936+00:00,2022-06-03T11:54:14.936+00:00,38.709398,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Larva,NA,NA,NA,NA,0.107573,NA,2022-02-01T07:07:50.000+00:00,4,NA,NA,NA,NA,https://www.inaturalist.org/observations/105506044,larva,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,eva_b_s,NA,https://www.inaturalist.org/observations/105506044,NA,eva_b_s,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,428994,5109931,ACCEPTED,SPECIES,NA,NA,NA,4/24/2021 13:37,NA,"03725 Teulada, Alicante, España",NA,NA,NA,NA,2021,6/24/2022
168,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Comunidad Valenciana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,105848554,Insecta,216,"Comunidad Valenciana, Spain",Observations,NA,NA,NA,NA,18639,Spain,309,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2022-01-30T17:53:45,10,NA,NA,NA,NA,NA,2019-10-10T20:23:04,NA,NA,18:23:04Z,Noctuidae,7015,NA,NA,NA,Spain,3499568606,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,eva_b_s,NA,NA,NA,NA,234394098,NA,NA,Kjeld Brem,105848554,FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,3499568606,Animalia,1,NA,2022-06-03T07:39:47.021+00:00,2022-06-03T11:16:32.507+00:00,2022-06-03T11:16:32.507+00:00,38.727489,http://creativecommons.org/licenses/by-nc/4.0/legalcode,Larva,NA,NA,NA,NA,0.10604,NA,2022-02-21T21:48:00.000+00:00,10,NA,NA,NA,NA,https://www.inaturalist.org/observations/105848554,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,eva_b_s,NA,https://www.inaturalist.org/observations/105848554,NA,eva_b_s,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,428994,5109931,ACCEPTED,SPECIES,NA,NA,NA,10/10/2019 20:23,NA,"03725 Teulada, Alicante, España",NA,NA,NA,NA,2019,6/24/2022
314,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Alicante,NA,NA,NA,NA,NA,OCCURRENCE,NA,1591182,Insecta,216,"Alicante, Spain, EUROPE",BDBCV-General,NA,NA,EUROPE,NA,707,Spain,190,NA,NA,95e635d4-f762-11e1-a439-00145eb45e9a,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,1501456309,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H. Rietz,BDBCV:BDBCV-General:1591182,FALSE,NA,NA,2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6,BDBCV,NA,NA,FALSE,NA,NA,ES,NE,1501456309,Animalia,1,Es,2022-05-26T13:38:38.288+00:00,2022-05-26T14:12:39.621+00:00,2022-05-26T14:12:39.621+00:00,38.74,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.1,NA,2017-02-26T12:48:32.000+00:00,NA,BENICHEMBLA,NA,NA,NA,BDBCV:BDBCV-General:1591182,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,ES,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,H. Rietz,NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,NA,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6/24/2022
287,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Alicante,NA,NA,NA,NA,NA,OCCURRENCE,NA,1702761,Insecta,216,"Alicante, Spain, EUROPE",BDBCV-General,NA,NA,EUROPE,NA,707,Spain,190,NA,NA,95e635d4-f762-11e1-a439-00145eb45e9a,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,1501562063,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H. Rietz,BDBCV:BDBCV-General:1702761,FALSE,NA,NA,2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6,BDBCV,NA,NA,FALSE,NA,NA,ES,NE,1501562063,Animalia,1,Es,2022-05-26T13:38:38.288+00:00,2022-05-26T14:13:14.925+00:00,2022-05-26T14:13:14.925+00:00,38.8,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.36,NA,NA,NA,BENIARRES,NA,NA,NA,BDBCV:BDBCV-General:1702761,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,ES,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,H. Rietz,NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,NA,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6/24/2022
295,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Valencia,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,1613419,Insecta,216,"Valencia, Spain, EUROPE",BDBCV-General,NA,NA,EUROPE,NA,NA,Spain,190,NA,NA,95e635d4-f762-11e1-a439-00145eb45e9a,NA,NA,12,NA,NA,NA,NA,NA,2014-09-12T00:00:00,NA,NA,NA,Noctuidae,7015,NA,NA,NA,Spain,1501477936,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6c4a0bb0-2a4d-11d8-aa2d-b8a03c50a862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guillermo Fernández Alfaro,BDBCV:BDBCV-General:1613419,FALSE,NA,NA,2a3f6a56-7591-4f05-8c4c-a1bb77aa4ea6,BDBCV,NA,NA,FALSE,NA,NA,ES,NE,1501477936,Animalia,1,Es,2022-05-26T13:38:38.288+00:00,2022-05-26T14:13:10.717+00:00,2022-05-26T14:13:10.717+00:00,38.82,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-0.69,NA,2017-02-27T14:40:07.000+00:00,9,ANNA,NA,NA,NA,BDBCV:BDBCV-General:1613419,NA,PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,ES,ebda1cab-dda8-418b-8f25-df1e71ff5bc2,Guillermo Fernández Alfaro,NA,NA,NA,NA,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,NA,5109931,ACCEPTED,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6/24/2022
285,NA,"Spodoptera littoralis (Boisduval, 1833)",5109931,NA,Comunidad Valenciana,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,2512277,Insecta,216,"Comunidad Valenciana, Spain",Observations,NA,NA,NA,NA,37,Spain,309,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2015-12-29T13:01:02,21,NA,NA,NA,NA,NA,2015-12-21T21:32:44,NA,NA,20:32:44Z,Noctuidae,7015,NA,NA,NA,Spain,1272077724,Spodoptera,Spodoptera,1765207,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,treegrow,NA,NA,NA,NA,4678432,NA,NA,Katja Schulz,2512277,FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,ES,NE,1272077724,Animalia,1,NA,2022-06-03T07:39:47.021+00:00,2022-06-03T10:54:10.931+00:00,2022-06-03T10:54:10.931+00:00,38.862083,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,0.01222,NA,2019-11-18T19:46:30.000+00:00,12,NA,NA,NA,NA,http://www.inaturalist.org/observations/2512277,"<em>Spodoptera littoralis</em>. Els Poblets, Alicante, Spain.",PRESENT,Lepidoptera,797,NA,NA,NA,NA,NA,NA,NA,Arthropoda,54,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Katja Schulz,NA,https://www.inaturalist.org/observations/2512277,NA,Katja Schulz,NA,NA,NA,NA,"Spodoptera littoralis (Boisduval, 1833)",NA,Spodoptera littoralis,5109931,littoralis,NA,NA,428994,5109931,ACCEPTED,SPECIES,NA,NA,NA,12/21/2015 21:32,NA,"Els Poblets, Valencia, Spain",NA,NA,NA,NA,2015,6/24/2022
