"lon","lat"
127.13421,36.787741
117.249942,31.841315
127.133781,36.787991
116.341935,40.021208
126.998994,37.551019
127.050353,37.524028
127.133395,36.787467
118.836316,32.072217
114.472383,38.023275
112.928381,28.173163
121.148611,31.079444
126.993248,37.580426
118.816842,32.062436
120.115573,30.253608
127.028976,36.0368
127.026929,37.585956
113.123648,27.826663
136.21701,35.808633
128.000964,35.709894
119.578,30.049
116.429475,40.281298
118.870878,32.064673
127.503168,36.673837
114.51358,38.052274
118.935661,31.997638
120.682542,36.360455
117.19673,31.807083
120.68261,36.360226
118.822818,32.068264
119.989568,31.812473
121.373633,31.312567
128.44698,36.654212
120.681892,36.360253
127.133749,36.787862
127.13333,36.785482
116.276718,39.99913
116.283887,40.059944
121.497813,31.191502
116.455889,39.89208
117.463749,40.642346
126.965928,37.570283
127.044431,37.55394
126.927949,37.573508
128.2132,35.470826
128.53686,35.885065
121.568466,31.239151
118.994494,31.995064
121.380538,31.320992
127.201542,37.017331
127.228353,36.801029
127.133298,36.788167
127.255351,37.329809
127.132847,36.788412
126.977969,37.56687
128.145242,37.458099
128.144631,37.457647
128.389977,37.370474
128.479722,37.259167
115.963511,39.727237
128.410662,37.376329
128.389977,37.370474
128.457013,37.493426
128.389977,37.375463
127.424289,36.640171
119.002806,29.377325
121.43991,31.217108
128.479722,37.258889
126.965148,37.529057
126.961668,37.521866
116.247537,40.021228
121.403759,37.513904
128.584013,35.834052
128.446871,36.654063
116.407396,39.9042
128.146344,37.458155
120.11865,30.255855
120.255828,31.4849
121.217017,31.09923
119.419351,30.409721
118.36879,31.340338
114.442585,38.013375
116.381992,40.003679
126.98743,37.548149
128.62621,35.917504
126.588463,36.741487
126.470649,36.77679
126.883327,36.723872
126.883008,36.7241
126.411425,36.708902
126.80033,35.148239
126.583435,36.74263
126.925017,37.475378
121.282295,31.158051
117.161278,39.113567
126.590388,36.79027
128.102217,36.861905
126.58344,36.7426
126.583272,36.741832
126.583195,36.741875
115.637792,37.625784
126.529037,36.436867
126.471458,36.778953
115.637661,37.627519
126.859242,36.413985
115.58808,39.61922
126.927132,37.550248
126.969863,37.507037
126.984812,37.566995
126.983855,37.553387
126.978615,37.570835
116.483517,40.007428
114.415909,38.03722
127.02826,36.974903
126.583092,36.742025
126.583543,36.742413
116.1884,39.989075
110.599307,35.596143
117.222564,40.683543
126.888995,36.555048
116.395661,39.987478
121.432725,31.141881
116.441825,39.940158
108.949414,34.250796
126.586447,36.741597
116.304475,39.985487
126.891198,36.40039
127.134166,36.788034
126.583188,36.742377
116.351563,39.930022
126.58337,36.741912
127.057872,37.514905
126.470597,36.779682
126.470727,36.779779
126.890333,35.845056
126.587583,36.741593
126.588227,36.74167
126.473045,36.77849
126.472706,36.778441
126.47003,36.77997
126.472644,36.778528
126.583637,36.742743
126.58354,36.742497
114.442715,38.012575
128.009561,36.606297
127.436944,36.381111
129.024486,37.309211
127.558889,36.430556
127.470556,36.484444
126.470445,36.779792
128.095815,35.160592
127.465814,36.613267
126.583535,36.742013
126.426497,36.703395
126.470088,36.779277
126.380318,36.809662
118.823766,32.065825
128.181389,36.315833
128.678028,35.929167
126.583125,36.742065
127.26773,36.385453
126.426458,36.703462
126.58801,36.741778
126.427218,36.702937
127.391959,36.4191
118.885925,32.056461
116.405359,39.922034
129.201417,36.172344
127.900644,35.764086
128.319603,36.117064
128.574056,35.932139
126.427293,36.702923
116.474808,39.952387
126.470772,36.779568
126.47071,36.779525
126.464996,36.775276
116.390551,39.968764
126.592817,36.789025
126.586807,36.741817
116.381587,40.015734
128.560936,37.204231
126.467528,34.964556
116.209216,39.987934
115.646855,37.652374
126.470926,36.77958
126.470927,36.77959
117.264258,36.464655
127.921472,35.801028
127.13765,36.796481
126.469803,36.779289
127.055471,37.737273
113.670248,34.763068
116.203208,39.90715
117.25,31.860001
117.629997,26.26
117.629997,26.26
117.629997,26.26
127.176625,36.373072
126.469697,36.780636
103.709999,36.099998
118.110001,29.25
126.426956,36.700764
126.5857,36.741408
126.447739,36.745689
126.988334,37.562304
126.912498,37.548054
126.583581,36.7427
128.143182,37.459917
127.163753,36.792854
127.98493,37.491757
128.301587,36.274756
128.414603,36.223659
127.056389,37.744962
116.468427,39.993178
128.442262,36.214878
128.440641,36.2214
126.947055,37.506868
126.946663,37.564724
128.623236,35.917845
109.269573,34.389013
128.763,35.827
128.414603,36.223659
129.060494,35.380489
128.290944,36.264152
128.849336,35.657231
128.444394,35.315722
127.354295,36.615584
126.588169,36.741786
127.372922,38.032745
126.945557,37.562222
127.98493,37.491757
127.050125,37.73608
128.435038,35.437534
116.330002,39.959999
116.330002,39.959999
122.120003,37.5
114.389999,36.099998
122.120003,37.5
128.195098,36.212994
127.281426,36.691502
127.095797,36.7974
127.98493,37.491757
127.98493,37.491757
127.98493,37.491757
128.143182,37.459917
128.143182,37.459917
128.143182,37.459917
127.98493,37.491757
127.177141,35.84666
128.143182,37.459917
126.964493,37.529438
127.122174,36.798027
129.150672,35.705719
127.351981,37.974875
128.143182,37.459917
116.394605,39.955239
128.552331,35.7138
129.021392,35.700864
129.056703,35.563453
127.98493,37.491757
108.980748,34.204237
128.690506,35.733833
128.922039,35.574925
127.437722,37.694742
127.168188,36.784171
127.095614,36.797194
127.712219,35.451439
127.108143,36.810026
126.655307,36.705692
129.444589,35.942194
129.071469,35.8198
121.423325,31.024584
128.686408,35.820286
129.4261,35.804025
129.179044,35.952461
128.675966,35.930404
126.586747,36.745418
128.864744,35.950878
