"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintWKT","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceSources","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/recordEnteredBy","http://unknown.org/recordId","http://unknown.org/rights","http://unknown.org/rightsHolder","identificationID","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","originalNameUsage","otherCatalogNumbers","phylum","phylumKey","preparations","programmeAcronym","projectId","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate"
"302","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592283",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00718971","Insecta",216,"Coast, Arabuko-Sokoke Forest, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,25,NA,55,0,NA,"1999-08-25T00:00:00",NA,"reared from fruit of Monodora grandidieri",NA,"Tortricidae",5343,NA,NA,"Kenya","1416039957","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","PMANL2698-13",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1416039957,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:07:06.761+00:00","2021-09-28T13:07:06.761+00:00",-3.299,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Arabuko-Sokoke Forest",NA,NA,NA,40,NA,8,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=PMANL2698-13","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,1999,2021-10-25
"304","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,"974","Les Hétérocères ou papillons de nuit de l’île de La Réunion - volumes 1 à 5 - Christian Guillermet",NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"974, Reunion",NA,NA,NA,NA,NA,5000,"Reunion",1,"Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules","5976981F-4256-0823-E053-2614A8C090A2","656fa586-ec8a-4d27-aaa2-a54629c82296",NA,NA,13,NA,NA,NA,NA,"1999-09-13T00:00:00","05f78560-789f-400d-aa59-dee80a02635a",NA,NA,"Tortricidae",5343,NA,NA,"Réunion","2580844016","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control could not be conclusive due to insufficient knowledge","Non renseigné (Non renseigné)","05f78560-789f-400d-aa59-dee80a02635a",NA,NA,"07ea29ef-e386-4278-ae0f-095778a1b061","Parc national de La Réunion",NA,NA,FALSE,"RE",2580844016,"Animalia",1,NA,"2021-09-09T11:53:23.460+00:00","2021-09-23T19:10:24.929+00:00","2021-09-23T19:10:24.929+00:00",-21.28932,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,"Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",55.40943,"2018-04-11T00:00:00.000+00:00",9,NA,"TAXREF v12",NA,"05f78560-789f-400d-aa59-dee80a02635a",NA,"PRESENT","Lepidoptera",797,"Thaumatotibia leucotreta",NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","FR","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","GUILLERMET Christian (indépendant)",NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,"713546",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1999,2021-10-25
"305","BOLD:AAE7729",10649617,NA,"Coast",NA,NA,"https://www.ncbi.nlm.nih.gov/nuccore/KJ592321",NA,"MATERIAL_SAMPLE",NA,NA,"USNM ENT 00808074","Insecta",216,"Coast, Gadini Rd./Shimba, Coast, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",223,NA,NA,"040c5662-da76-4782-a48e-cdea1892d14c",NA,NA,5,NA,150,0,NA,"1999-10-05T00:00:00",NA,"reared from fruit of Bridelia cathartica",NA,"Tortricidae",5343,NA,NA,"Kenya","1413928383","BOLD:AAE7729","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce","en",NA,NA,NA,NA,"Creative Commons - Share Alike","Barcode of Life Datasystems",NA,"BOLD:AAE7729",NA,"John Brown","AFMIC186-12",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",1413928383,"Animalia",1,NA,"2021-09-28T12:26:16.913+00:00","2021-09-28T13:06:37.398+00:00","2021-09-28T13:06:37.398+00:00",-4.125,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Gadini Rd./Shimba",NA,NA,NA,39.353,NA,10,NA,NA,NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=AFMIC186-12","Smithsonian Institution National Museum of Natural History","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE",NA,"b3bf3a83-1f68-4541-a03f-330d30d567f5","RS Copeland",NA,NA,NA,NA,NA,"BOLD:AAE7729",NA,NA,"Thaumatotibia leucotreta",5879783,NA,NA,"http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729","http://www.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7729",10649617,"ACCEPTED","UNRANKED",NA,NA,NA,NA,NA,1999,2021-10-25
"306","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,"https://www.ebi.ac.uk/ena/browser/api/embl/KJ592321",NA,"PRESERVED_SPECIMEN",NA,NA,"USNM:ENT:00808074","Insecta",216,"Coast, Coast, Gadini Rd./Shimba, Kenya",NA,NA,NA,NA,NA,NA,"Kenya",1,NA,NA,"d8cd16ba-bb74-4420-821e-083f2bac17c2",NA,NA,5,NA,NA,NA,NA,"1999-10-05T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Kenya","3347325777","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"fbca90e3-8aed-48b1-84e3-369afbd000ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"John Brown","KJ592321",NA,NA,"fb5e4c2a-579c-434b-a446-3a665dd732ad",NA,NA,NA,TRUE,"KE",3347325777,"Animalia",1,NA,"2021-09-20T14:27:13.052+00:00","2021-09-23T14:11:38.684+00:00","2021-09-23T14:11:38.684+00:00",-4.12,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Coast, Coast, Gadini Rd./Shimba",NA,NA,NA,39.349998,NA,10,NA,NA,NA,"KJ592321","Thaumatotibia leucotreta voucher USNM:ENT:00808074 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial.","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","ada9d123-ddb4-467d-8891-806ea8d94230","RS Copeland",NA,"https://www.ebi.ac.uk/ena/browser/view/KJ592321",NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"https://www.ebi.ac.uk/ena/browser/view/Taxon:463830","ASV:4cf75cf035147719c9eb9a35a8b11c1d",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1999,2021-10-25
"308","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,"England",NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"Ashcombe Park Road, Weston-super-Mare, England, United Kingdom",NA,NA,NA,NA,NA,70.7,"United Kingdom",210,NA,NA,"7d17a2b2-8751-41b5-ac9b-48effc1ea236",NA,NA,31,NA,NA,NA,NA,"1997-12-31T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,"POLYGON((-2.95778 51.35315,-2.95778 51.35407,-2.95636 51.35407,-2.95636 51.35315,-2.95778 51.35315))","United Kingdom of Great Britain and Northern Ireland","2959626080","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,"https://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,"BRERC",NA,NA,"Accepted - correct",NA,"633934f9-66db-4f52-8aef-eb7ced7e951f",1,"OSGB Grid Reference ST334620","99552c70-f762-11e1-a439-00145eb45e9a","BRERC",NA,NA,FALSE,"GB",2959626080,"Animalia",1,NA,"2021-10-25T16:21:27.809+00:00","2021-10-25T16:51:56.458+00:00","2021-10-25T16:51:56.458+00:00",51.35361,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult","Ashcombe Park Road, Weston-super-Mare",NA,NA,NA,-2.957068,NA,12,NA,NA,NA,"598630","80ft suburban garden,near park & woodland","PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","950cbfcc-1cb7-46c1-92ce-05ec232512d1","Recorder details held at BRERC",NA,NA,NA,NA,"trapped at light","Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"NBNSYS0100005791","NBNSYS0100005791",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,"False Codling Moth",1997,2021-10-25
"310","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,"Inhambane",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"21.041","Insecta",216,"Inhassune, Inhambane, Mozambique, AFRICA","INS",NA,NA,"AFRICA",NA,NA,"Mozambique",178,NA,NA,"6984bfd1-2483-470d-b92f-19d08d8aa6b5","Entomoteca do Ministério da Agricultura e Segurança Alimentar",NA,22,NA,NA,NA,NA,"1995-03-22T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Mozambique","1883743612","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"7d77970a-28ba-43e3-9dc8-de37db3e1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog: MAZA: Insect: 21.041",1,NA,"e0f2d99d-f183-469a-adb1-f321a3c4609f",NA,NA,NA,FALSE,"MZ",1883743612,"Animalia",1,"pt","2021-10-04T06:27:42.785+00:00","2021-10-04T06:27:46.535+00:00","2021-10-04T06:27:46.535+00:00",-24.2083,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult","Inhassune","Google Earth",NA,NA,34.8625,NA,3,NA,NA,NA,"urn:catalog: MAZA: Insect: 21.041",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,"Pinned","BID","BID-AF2017-0047-NAC","DWC_ARCHIVE","MZ","b8e2f379-c363-4b23-ae8b-f10f8d2ff720","Parruque, L.",NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES","Collection",NA,NA,NA,NA,1995,2021-10-25
"311","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,"974","Les Hétérocères ou papillons de nuit de l’île de La Réunion - volumes 1 à 5 - Christian Guillermet",NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"974, Reunion",NA,NA,NA,NA,NA,5000,"Reunion",1,"Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules","5976981F-4256-0823-E053-2614A8C090A2","656fa586-ec8a-4d27-aaa2-a54629c82296",NA,NA,13,NA,NA,NA,NA,"1994-01-13T00:00:00","574b2701-e701-4ecd-9f42-92fe0fd80c50",NA,NA,"Tortricidae",5343,NA,NA,"Réunion","2580850106","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control could not be conclusive due to insufficient knowledge","Non renseigné (Non renseigné)","574b2701-e701-4ecd-9f42-92fe0fd80c50_10kmUTM40E320S7680",NA,NA,"07ea29ef-e386-4278-ae0f-095778a1b061","Parc national de La Réunion",NA,NA,FALSE,"RE",2580850106,"Animalia",1,NA,"2021-09-09T11:53:23.460+00:00","2021-09-23T19:10:25.145+00:00","2021-09-23T19:10:25.145+00:00",-20.92711,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,"Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",55.31714,"2018-04-11T00:00:00.000+00:00",1,NA,"TAXREF v12",NA,"574b2701-e701-4ecd-9f42-92fe0fd80c50_10kmUTM40E320S7680",NA,"PRESENT","Lepidoptera",797,"Thaumatotibia leucotreta",NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","FR","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","GUILLERMET Christian (indépendant)",NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,"713546",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1994,2021-10-25
"312","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,"974","Les Hétérocères ou papillons de nuit de l’île de La Réunion - volumes 1 à 5 - Christian Guillermet",NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"974, Reunion",NA,NA,NA,NA,NA,5000,"Reunion",1,"Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules","5976981F-4256-0823-E053-2614A8C090A2","656fa586-ec8a-4d27-aaa2-a54629c82296",NA,NA,13,NA,NA,NA,NA,"1994-01-13T00:00:00","574b2701-e701-4ecd-9f42-92fe0fd80c50",NA,NA,"Tortricidae",5343,NA,NA,"Réunion","2580857796","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control could not be conclusive due to insufficient knowledge","Non renseigné (Non renseigné)","574b2701-e701-4ecd-9f42-92fe0fd80c50_10kmUTM40E330S7680",NA,NA,"07ea29ef-e386-4278-ae0f-095778a1b061","Parc national de La Réunion",NA,NA,FALSE,"RE",2580857796,"Animalia",1,NA,"2021-09-09T11:53:23.460+00:00","2021-09-23T19:10:25.721+00:00","2021-09-23T19:10:25.721+00:00",-20.92804,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,"Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",55.41327,"2018-04-11T00:00:00.000+00:00",1,NA,"TAXREF v12",NA,"574b2701-e701-4ecd-9f42-92fe0fd80c50_10kmUTM40E330S7680",NA,"PRESENT","Lepidoptera",797,"Thaumatotibia leucotreta",NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","FR","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","GUILLERMET Christian (indépendant)",NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,"713546",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1994,2021-10-25
"315","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,"England",NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"England, United Kingdom","LC000334000000RH",NA,NA,NA,NA,1414.2,"United Kingdom",201,NA,NA,"a86201a4-fa20-44e5-ade2-68ea3563cfa8",NA,NA,29,NA,NA,NA,NA,"1989-09-29T00:00:00","LC0003340007LKJJ",NA,NA,"Tortricidae",5343,NA,"POLYGON((-1.54851 50.67279,-1.54851 50.69066,-1.52003 50.69066,-1.52003 50.67279,-1.54851 50.67279))","United Kingdom of Great Britain and Northern Ireland","2952053185","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,"https://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,NA,NA,"Accepted",NA,"5b0f019f-d6df-4380-a830-b61b68411f2b",NA,"OSGB Grid Reference SZ38I","99552c70-f762-11e1-a439-00145eb45e9a","Butterfly Conservation",NA,NA,FALSE,"GB",2952053185,"Animalia",1,NA,"2021-10-24T13:20:57.657+00:00","2021-10-24T13:51:16.014+00:00","2021-10-24T13:51:16.014+00:00",50.681727,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,NA,-1.534275,NA,9,NA,NA,NA,"539265370",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","GB","0d72dd7f-6f05-46af-85c2-8b6e77ce5534",NA,"LC000334001D5U3U",NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,"NBNSYS0100005791","NBNSYS0100005791",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,"False Codling Moth",1989,2021-10-25
"320","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,"974","Les Hétérocères ou papillons de nuit de l’île de La Réunion - volumes 1 à 5 - Christian Guillermet",NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"974, Reunion",NA,NA,NA,NA,NA,5000,"Reunion",1,"Géographie transmise soumise à floutage (grille avec mailles de 10x10km) pour le grand public » en conformité avec les règles de diffusion du SINP | Geographic information generalized during aggregation (grid with 10x10km cells) for the general public, according to SINP communication rules","5976981F-4256-0823-E053-2614A8C090A2","656fa586-ec8a-4d27-aaa2-a54629c82296",NA,NA,5,NA,NA,NA,NA,"1983-07-05T00:00:00","90bb5c17-2cf3-4d3d-abaf-c12aa347e1b2",NA,NA,"Tortricidae",5343,NA,NA,"Réunion","2580854005","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control could not be conclusive due to insufficient knowledge","Non renseigné (Non renseigné)","90bb5c17-2cf3-4d3d-abaf-c12aa347e1b2",NA,NA,"07ea29ef-e386-4278-ae0f-095778a1b061","Parc national de La Réunion",NA,NA,FALSE,"RE",2580854005,"Animalia",1,NA,"2021-09-09T11:53:23.460+00:00","2021-09-23T19:10:25.319+00:00","2021-09-23T19:10:25.319+00:00",-20.92971,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,"Data isn’t the original geo referenced one, but attached to the nearest 10x10 km grid cell",55.60555,"2018-04-11T00:00:00.000+00:00",7,NA,"TAXREF v12",NA,"90bb5c17-2cf3-4d3d-abaf-c12aa347e1b2",NA,"PRESENT","Lepidoptera",797,"Thaumatotibia leucotreta",NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","FR","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","GUILLERMET Christian (indépendant)",NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,"713546",5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1983,2021-10-25
"321","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"Finland",NA,NA,NA,NA,NA,14143,"Finland",89,NA,NA,"3b301884-51b9-443f-b63c-47feeccfb89f",NA,NA,9,NA,NA,NA,NA,"1974-08-09T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Finland","2001590884","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tun.fi/JX.801510#2",1,NA,"1214fea2-4e00-4669-93f0-40617bdb73bc",NA,NA,NA,FALSE,"FI",2001590884,"Animalia",1,NA,"2021-09-11T17:52:08.148+00:00","2021-09-23T17:44:35.128+00:00","2021-09-23T17:44:35.128+00:00",63.811151,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,23.036307,NA,8,NA,NA,NA,"http://tun.fi/JX.801510#2",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","FI","04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1974,2021-10-25
"322","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,NA,NA,NA,NA,NA,"HUMAN_OBSERVATION",NA,NA,NA,"Insecta",216,"Finland",NA,NA,NA,NA,NA,49276,"Finland",89,NA,NA,"3b301884-51b9-443f-b63c-47feeccfb89f",NA,NA,1,NA,NA,NA,NA,"1965-10-01T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Finland","2001590927","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://tun.fi/JX.801569#2",1,NA,"1214fea2-4e00-4669-93f0-40617bdb73bc",NA,NA,NA,FALSE,"FI",2001590927,"Animalia",1,NA,"2021-09-11T17:52:08.148+00:00","2021-09-23T17:44:38.543+00:00","2021-09-23T17:44:38.543+00:00",60.109137,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,NA,25.02458,NA,10,NA,NA,NA,"http://tun.fi/JX.801569#2",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","FI","04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,1965,2021-10-25
"323","Thaumatotibia leucotreta (Meyrick, 1913)",5879783,NA,"Cidade de Maputo",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"20.463","Insecta",216,"Maputo, Cidade de Maputo, Mozambique, AFRICA","INS",NA,NA,"AFRICA",NA,NA,"Mozambique",178,NA,NA,"6984bfd1-2483-470d-b92f-19d08d8aa6b5","Entomoteca do Ministério da Agricultura e Segurança Alimentar",NA,4,NA,NA,NA,NA,"1961-08-04T00:00:00",NA,NA,NA,"Tortricidae",5343,NA,NA,"Mozambique","1883743561","Thaumatotibia","Thaumatotibia",4707954,"WGS84",NA,NA,NA,NA,"7d77970a-28ba-43e3-9dc8-de37db3e1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog: MAZA: Insect: 20.463",1,NA,"e0f2d99d-f183-469a-adb1-f321a3c4609f",NA,NA,NA,FALSE,"MZ",1883743561,"Animalia",1,"pt","2021-10-04T06:27:42.785+00:00","2021-10-04T06:27:46.618+00:00","2021-10-04T06:27:46.618+00:00",-25.89197,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult","Maputo","Google Earth",NA,NA,32.605135,NA,8,NA,NA,NA,"urn:catalog: MAZA: Insect: 20.463",NA,"PRESENT","Lepidoptera",797,NA,NA,"Arthropoda",54,"Pinned","BID","BID-AF2017-0047-NAC","DWC_ARCHIVE","MZ","b8e2f379-c363-4b23-ae8b-f10f8d2ff720",NA,NA,NA,NA,NA,NA,"Thaumatotibia leucotreta (Meyrick, 1913)",NA,NA,"Thaumatotibia leucotreta",5879783,"leucotreta",NA,NA,NA,5879783,"ACCEPTED","SPECIES","Collection",NA,NA,NA,NA,1961,2021-10-25
