"phylum","class","order","family","genus","species","country","adm1","lon","lat"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Cameroon",NA,"13.233333","10.616667"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Burundi",NA,"29.88715","-3.35617"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"29.875","-23.875"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Burkina Faso",NA,"-4.3","11.183333"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Burkina Faso",NA,"-4.3","11.183333"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Nigeria",NA,"7.633333","11.166667"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Kenya",NA,"37.65","0.05"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Tanzania","Pwani","39.34138","-7.392858"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Nigeria","Oyo State","3.766667","7.816667"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"29.625","-22.375"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"28.5315","-25.7382"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"25.8124","-26.5412"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"29.375","-25.875"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"30.875","-25.375"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Kenya",NA,"37.6667","-0.5833"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"28.625","-24.625"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"28.4089","-24.7011"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","South Africa",NA,"30.125","-25.625"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Democratic Republic of the Congo",NA,"14.516667","-5.366667"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Democratic Republic of the Congo",NA,"15.1","-5.133333"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Angola",NA,"17.544676","-12.295286"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Nigeria",NA,"10.4337","10.0168"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Nigeria",NA,"10.4337","10.0168"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Benin",NA,"1.33118","10.2926"
"Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii","Swaziland",NA,"31.625","-27.125"
